Gen,Importancia
tRNA:NT_022184#49298010#49298080#tRNA-Gly,0.41458501291732397
precursor_miRNA:hsa-mir-6087,0.4089682284950785
mRNA:XM_006721356:1807:NA:1_1807,0.17644675858759748
